2024-10-23 16:47:32, 42.0278
2024-10-23 16:47:34, 52.986084
2024-10-23 16:47:36, 90.71174
2024-10-23 16:47:38, 18.208462
2024-10-23 16:47:40, 46.21811
2024-10-23 16:47:42, 58.610924
2024-10-23 16:47:44, 64.78653
2024-10-23 16:47:46, 73.3325
2024-10-23 16:47:48, 43.89748
2024-10-23 16:47:50, 89.66006
2024-10-23 17:29:40, 20.860165
2024-10-23 17:29:42, 33.99246
2024-10-23 17:29:44, 15.993225
2024-10-23 17:29:46, 88.75866
2024-10-23 17:29:48, 57.434822
2024-10-23 17:29:50, 92.629364
2024-10-23 17:29:52, 13.350481
